Customer_ID,Gender,Age,Age_Group,Married,State,Number_of_Referrals,Tenure_in_Months,Tenure_Group,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Monthly_Charge_Category,Total_Charges,Total_Charges_Category,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Long_Distance_Charge_Category,Total_Revenue,Revenue_Category,Customer_Status,Churn_Flag,Churn_Category,Churn_Reason
78693-KER,Female,35,Adult,No,Kerala,9,14,Regular Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.65,Low,494.9,Low,0,0,330.46,Low,825.36,Low Revenue,Stayed,0,Not Churned,Not Churned
68773-MAD,Female,36,Adult,Yes,Madhya Pradesh,1,19,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75,Medium,1778.5,Medium,0,0,552.92,Medium,2331.42,Medium Revenue,Stayed,0,Not Churned,Not Churned
43274-WES,Male,53,Senior,No,West Bengal,9,23,Regular Customer,Deal 5,No,No Phone Service,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,44.65,Low,44.65,Low,0,0,0,Low,44.65,Low Revenue,Churned,1,Competitor,Competitor had better devices
25097-MAH,Male,31,Adult,No,Maharashtra,8,8,New Customer,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.15,Medium,196.9,Low,0,0,77.02,Low,273.92,Low Revenue,Churned,1,Competitor,Competitor made better offer
25338-HAR,Female,75,Senior,No,Haryana,0,35,Regular Customer,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,93.8,Medium,1261,Medium,0,0,625.95,Medium,1886.95,Low Revenue,Stayed,0,Not Churned,Not Churned
67154-HAR,Female,57,Senior,No,Haryana,7,5,New Customer,Deal 5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,20.15,Low,20.15,Low,0,0,3.09,Low,23.24,Low Revenue,Churned,1,Price,Long distance charges
97045-UTT,Female,36,Adult,No,Uttar Pradesh,9,27,Regular Customer,Deal 5,No,No Phone Service,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.05,Low,129.6,Low,0,0,0,Low,129.6,Low Revenue,Stayed,0,Not Churned,Not Churned
85027-KAR,Male,57,Senior,No,Karnataka,14,27,Regular Customer,Deal 5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,19.75,Low,19.75,Low,0,0,1.61,Low,21.36,Low Revenue,Joined,0,Not Churned,Not Churned
97989-JHA,Female,41,Adult,Yes,Jharkhand,13,35,Regular Customer,Deal 4,Yes,Yes,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59,Medium,1254.7,Medium,0,0,1087.46,Medium,2342.16,Medium Revenue,Churned,1,Dissatisfaction,Poor expertise of online support
56022-RAJ,Female,34,Adult,No,Rajasthan,7,17,Regular Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,19.6,Low,35.85,Low,0,0,59.62,Low,95.47,Low Revenue,Churned,1,Attitude,Attitude of support person
35016-ODI,Male,49,Adult,Yes,Odisha,15,1,New Customer,Deal 5,No,No Phone Service,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.9,Low,35.9,Low,0,0,0,Low,35.9,Low Revenue,Churned,1,Competitor,Competitor offered higher download speeds
96875-WES,Female,55,Senior,No,West Bengal,9,17,Regular Customer,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.65,Medium,1493.2,Medium,0,0,642.39,Medium,2135.59,Medium Revenue,Stayed,0,Not Churned,Not Churned
65744-MAH,Female,70,Senior,Yes,Maharashtra,13,29,Regular Customer,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,98.7,Medium,4525.8,Medium,0,0,107.1,Low,4632.9,Medium Revenue,Stayed,0,Not Churned,Not Churned
38217-AND,Female,38,Adult,Yes,Andhra Pradesh,7,24,Regular Customer,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.55,Medium,1066.9,Medium,0,110,225,Low,1401.9,Low Revenue,Stayed,0,Not Churned,Not Churned
84182-TAM,Female,23,Young,No,Tamil Nadu,1,7,New Customer,Deal 1,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,64.45,Medium,4720,Medium,0,0,2352.24,High,7072.24,High Revenue,Stayed,0,Not Churned,Not Churned
65356-TAM,Female,20,Young,Yes,Tamil Nadu,7,10,New Customer,No Deal,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,74.5,Medium,4674.55,Medium,0,0,2656.71,High,7331.26,High Revenue,Stayed,0,Not Churned,Not Churned
35715-WES,Female,34,Adult,No,West Bengal,13,10,New Customer,No Deal,Yes,No,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.3,Medium,1308.4,Medium,0,0,424.5,Low,1732.9,Low Revenue,Churned,1,Competitor,Competitor had better devices
14960-TEL,Female,29,Young,Yes,Telangana,15,32,Regular Customer,No Deal,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.2,Medium,3581.6,Medium,0,0,1460.71,Medium,5042.31,High Revenue,Stayed,0,Not Churned,Not Churned
54803-UTT,Male,64,Senior,Yes,Uttar Pradesh,9,31,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110,High,6668.35,High,0,0,1477.2,Medium,8145.55,High Revenue,Stayed,0,Not Churned,Not Churned
85113-TAM,Female,36,Adult,No,Tamil Nadu,7,2,New Customer,No Deal,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.05,Medium,1882.8,Medium,0,0,890.32,Medium,2773.12,Medium Revenue,Stayed,0,Not Churned,Not Churned
42850-JHA,Male,51,Senior,Yes,Jharkhand,3,35,Regular Customer,Deal 2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,19.55,Low,1007.9,Medium,0,0,1606.43,Medium,2614.33,Medium Revenue,Stayed,0,Not Churned,Not Churned
48839-RAJ,Female,69,Senior,No,Rajasthan,12,1,New Customer,No Deal,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.9,Medium,3725.5,Medium,0,0,3244.81,High,6970.31,High Revenue,Stayed,0,Not Churned,Not Churned
12303-BIH,Female,56,Senior,No,Bihar,7,14,Regular Customer,No Deal,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.55,Medium,6362.35,High,0,0,3319.2,High,9681.55,High Revenue,Stayed,0,Not Churned,Not Churned
45554-UTT,Male,53,Senior,No,Uttarakhand,7,11,New Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,20.05,Low,85.5,Low,0,0,109.48,Low,194.98,Low Revenue,Stayed,0,Not Churned,Not Churned
94667-AND,Female,52,Senior,Yes,Andhra Pradesh,15,32,Regular Customer,No Deal,No,No Phone Service,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,60.15,Medium,3077,Medium,0,0,0,Low,3077,Medium Revenue,Stayed,0,Not Churned,Not Churned
19200-TAM,Male,35,Adult,No,Tamil Nadu,0,30,Regular Customer,Deal 4,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,Low,720.1,Low,0,0,398.1,Low,1118.2,Low Revenue,Stayed,0,Not Churned,Not Churned
31495-UTT,Female,30,Adult,No,Uttar Pradesh,10,22,Regular Customer,Deal 1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.8,Low,1436.95,Medium,0,0,578.91,Medium,2015.86,Medium Revenue,Stayed,0,Not Churned,Not Churned
43067-KAR,Male,33,Adult,Yes,Karnataka,9,19,Regular Customer,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.55,Low,220.75,Low,0,0,120.28,Low,341.03,Low Revenue,Stayed,0,Not Churned,Not Churned
53449-MAH,Female,52,Senior,No,Maharashtra,8,17,Regular Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.9,Low,19.9,Low,0,0,2.38,Low,22.28,Low Revenue,Joined,0,Not Churned,Not Churned
15488-RAJ,Male,55,Senior,No,Rajasthan,0,10,New Customer,No Deal,No,No Phone Service,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,42.4,Low,146.4,Low,0,0,0,Low,146.4,Low Revenue,Stayed,0,Not Churned,Not Churned
61609-JHA,Male,51,Senior,No,Jharkhand,4,36,Loyal Customer,Deal 5,No,No Phone Service,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,42.6,Low,72.4,Low,0,0,0,Low,72.4,Low Revenue,Churned,1,Competitor,Competitor offered more data
87778-UTT,Female,35,Adult,Yes,Uttar Pradesh,8,24,Regular Customer,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.85,High,4740,Medium,0,0,635.4,Medium,5375.4,High Revenue,Churned,1,Competitor,Competitor offered more data
77467-GUJ,Female,35,Adult,No,Gujarat,1,13,Regular Customer,Deal 4,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.9,Low,839.65,Low,0,0,655.69,Medium,1495.34,Low Revenue,Stayed,0,Not Churned,Not Churned
92524-AND,Male,65,Senior,No,Andhra Pradesh,13,22,Regular Customer,Deal 5,No,No Phone Service,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,Low,93.7,Low,0,0,0,Low,93.7,Low Revenue,Churned,1,Competitor,Competitor had better devices
47504-HAR,Male,27,Young,No,Haryana,14,33,Regular Customer,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.8,High,3046.05,Medium,0,0,136.92,Low,3182.97,Medium Revenue,Churned,1,Other,Moved
36760-GUJ,Female,20,Young,Yes,Gujarat,14,6,New Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.6,Medium,1868.4,Medium,0,0,226.32,Low,2094.72,Medium Revenue,Stayed,0,Not Churned,Not Churned
65450-KAR,Male,51,Senior,No,Karnataka,3,28,Regular Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,20.55,Low,20.55,Low,0,0,15.91,Low,36.46,Low Revenue,Churned,1,Attitude,Attitude of service provider
71642-KER,Female,18,Young,No,Kerala,7,1,New Customer,Deal 3,No,No Phone Service,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.25,Low,1293.8,Medium,0,0,0,Low,1293.8,Low Revenue,Stayed,0,Not Churned,Not Churned
16032-MAD,Female,20,Young,Yes,Madhya Pradesh,2,1,New Customer,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,80.4,Medium,5727.15,High,0,0,1280.84,Medium,7007.99,High Revenue,Stayed,0,Not Churned,Not Churned
33023-GUJ,Female,25,Young,Yes,Gujarat,13,17,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.45,Medium,1117.55,Medium,0,0,258.44,Low,1375.99,Low Revenue,Stayed,0,Not Churned,Not Churned
46463-JAM,Male,24,Young,Yes,Jammu & Kashmir,3,1,New Customer,No Deal,Yes,Yes,Yes,Cable,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,54.6,Medium,1242.25,Medium,28.42,0,180.48,Low,1394.31,Low Revenue,Stayed,0,Not Churned,Not Churned
88435-TEL,Male,80,Senior,No,Telangana,7,10,New Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,101.05,High,5594,High,0,10,290.64,Low,5894.64,High Revenue,Stayed,0,Not Churned,Not Churned
28221-WES,Female,82,Senior,Yes,West Bengal,7,36,Loyal Customer,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.3,Medium,80.3,Low,0,0,17.51,Low,97.81,Low Revenue,Churned,1,Competitor,Competitor had better devices
95485-MAH,Male,69,Senior,Yes,Maharashtra,5,22,Regular Customer,No Deal,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,64.2,Medium,475,Low,0,0,22.33,Low,497.33,Low Revenue,Stayed,0,Not Churned,Not Churned
79440-RAJ,Female,64,Senior,Yes,Rajasthan,11,3,New Customer,Deal 5,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,64.35,Medium,352.65,Low,0,0,41.6,Low,394.25,Low Revenue,Stayed,0,Not Churned,Not Churned
95169-GUJ,Female,43,Adult,No,Gujarat,1,13,Regular Customer,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,69.4,Medium,69.4,Low,0,10,33.46,Low,112.86,Low Revenue,Churned,1,Competitor,Competitor had better devices
21292-HAR,Male,34,Adult,No,Haryana,9,28,Regular Customer,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,Medium,552.95,Low,0,0,132.93,Low,685.88,Low Revenue,Churned,1,Competitor,Competitor offered more data
46048-HAR,Female,59,Senior,No,Haryana,13,2,New Customer,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.25,Medium,1195.75,Medium,0,0,640.48,Medium,1836.23,Low Revenue,Stayed,0,Not Churned,Not Churned
71574-TAM,Female,34,Adult,Yes,Tamil Nadu,5,4,New Customer,Deal 4,Yes,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,65.9,Medium,660.05,Low,0,0,420,Low,1080.05,Low Revenue,Stayed,0,Not Churned,Not Churned
31509-KAR,Female,37,Adult,Yes,Karnataka,6,19,Regular Customer,No Deal,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.75,Medium,4265,Medium,0,0,909.36,Medium,5174.36,High Revenue,Stayed,0,Not Churned,Not Churned
73435-MAD,Male,68,Senior,Yes,Madhya Pradesh,0,13,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94,Medium,4905.75,Medium,0,0,211.14,Low,5116.89,High Revenue,Stayed,0,Not Churned,Not Churned
54933-HAR,Female,67,Senior,No,Haryana,4,1,New Customer,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,116.1,High,7839.85,High,0,40,2985.52,High,10865.37,High Revenue,Stayed,0,Not Churned,Not Churned
38731-AND,Female,79,Senior,Yes,Andhra Pradesh,11,29,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,69.3,Medium,1813.1,Medium,0,0,964.75,Medium,2777.85,Medium Revenue,Stayed,0,Not Churned,Not Churned
71533-MAD,Female,53,Senior,Yes,Madhya Pradesh,5,29,Regular Customer,Deal 2,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,81.3,Medium,3541.1,Medium,0,0,459.45,Low,4000.55,Medium Revenue,Stayed,0,Not Churned,Not Churned
78978-UTT,Male,54,Senior,No,Uttar Pradesh,0,13,Regular Customer,Deal 5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.3,Low,19.3,Low,0,0,16.36,Low,35.66,Low Revenue,Joined,0,Not Churned,Not Churned
81324-PUN,Female,49,Adult,No,Punjab,4,3,New Customer,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.15,Medium,2555.9,Medium,0,0,280.2,Low,2836.1,Medium Revenue,Churned,1,Attitude,Attitude of support person
41515-TEL,Male,40,Adult,No,Telangana,9,16,Regular Customer,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.6,Medium,1020.2,Medium,0,0,423.28,Low,1443.48,Low Revenue,Stayed,0,Not Churned,Not Churned
27893-PUN,Female,40,Adult,No,Punjab,0,27,Regular Customer,Deal 4,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,81,Medium,1683.7,Medium,0,0,227.8,Low,1911.5,Low Revenue,Stayed,0,Not Churned,Not Churned
77228-ASS,Female,21,Young,No,Assam,6,9,New Customer,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.3,High,8244.3,High,0,0,1517.6,Medium,9761.9,High Revenue,Stayed,0,Not Churned,Not Churned
58080-BIH,Female,49,Adult,No,Bihar,9,24,Regular Customer,No Deal,Yes,No,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,62.3,Medium,2354.8,Medium,0,0,1755.98,Medium,4110.78,Medium Revenue,Churned,1,Dissatisfaction,Poor expertise of phone support
81164-JAM,Male,82,Senior,Yes,Jammu & Kashmir,4,17,Regular Customer,No Deal,No,No Phone Service,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.8,Low,24.8,Low,0,0,0,Low,24.8,Low Revenue,Churned,1,Competitor,Competitor made better offer
49082-UTT,Male,31,Adult,Yes,Uttar Pradesh,10,22,Regular Customer,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,Medium,293.65,Low,0,0,98.28,Low,391.93,Low Revenue,Churned,1,Attitude,Attitude of service provider
11604-HAR,Female,38,Adult,Yes,Haryana,4,8,New Customer,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.4,High,6721.6,High,0,0,892.8,Medium,7614.4,High Revenue,Stayed,0,Not Churned,Not Churned
34825-WES,Female,30,Adult,Yes,West Bengal,12,3,New Customer,Deal 2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,19.55,Low,1218.65,Medium,0,0,2905.5,High,4124.15,Medium Revenue,Stayed,0,Not Churned,Not Churned
41399-GUJ,Female,36,Adult,No,Gujarat,6,2,New Customer,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.75,Medium,889.9,Low,0,30,90.63,Low,1010.53,Low Revenue,Churned,1,Competitor,Competitor offered more data
24125-MAH,Female,28,Young,Yes,Maharashtra,10,20,Regular Customer,No Deal,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,64.75,Medium,4039.5,Medium,0,120,2277,High,6436.5,High Revenue,Stayed,0,Not Churned,Not Churned
51326-MAD,Male,52,Senior,No,Madhya Pradesh,15,21,Regular Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,21.45,Low,705.45,Low,0,0,602,Medium,1307.45,Low Revenue,Stayed,0,Not Churned,Not Churned
48118-MAH,Male,59,Senior,No,Maharashtra,10,26,Regular Customer,Deal 4,No,No Phone Service,Yes,DSL,No,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,34.7,Low,383.55,Low,22.53,150,0,Low,511.02,Low Revenue,Stayed,0,Not Churned,Not Churned
85927-AND,Female,19,Young,No,Andhra Pradesh,14,3,New Customer,No Deal,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,24.5,Low,740.3,Low,35.05,0,1165.23,Medium,1870.48,Low Revenue,Churned,1,Price,Long distance charges
95349-HAR,Female,28,Young,Yes,Haryana,10,9,New Customer,No Deal,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,85.85,Medium,3003.55,Medium,0,0,500.4,Medium,3503.95,Medium Revenue,Stayed,0,Not Churned,Not Churned
78220-TAM,Female,21,Young,Yes,Tamil Nadu,14,10,New Customer,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,89.85,Medium,244.45,Low,0,0,75.3,Low,319.75,Low Revenue,Joined,0,Not Churned,Not Churned
44559-BIH,Female,40,Adult,Yes,Bihar,8,30,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99.45,Medium,3109.9,Medium,43.38,0,311.55,Low,3378.07,Medium Revenue,Stayed,0,Not Churned,Not Churned
79730-TAM,Female,41,Adult,Yes,Tamil Nadu,0,13,Regular Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,19.4,Low,460.25,Low,29.59,0,69.93,Low,500.59,Low Revenue,Stayed,0,Not Churned,Not Churned
87023-WES,Female,62,Senior,No,West Bengal,15,29,Regular Customer,Deal 2,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.2,Medium,3233.85,Medium,0,0,1794.4,Medium,5028.25,High Revenue,Churned,1,Price,Price too high
25005-HAR,Female,20,Young,Yes,Haryana,6,5,New Customer,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,44.3,Low,134.5,Low,0,0,133.38,Low,267.88,Low Revenue,Churned,1,Price,Extra data charges
12272-WES,Male,66,Senior,No,West Bengal,9,8,New Customer,No Deal,No,No Phone Service,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,39.1,Low,1982.1,Medium,0,130,0,Low,2112.1,Medium Revenue,Stayed,0,Not Churned,Not Churned
16898-UTT,Male,63,Senior,Yes,Uttar Pradesh,6,2,New Customer,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.35,Medium,1747.2,Medium,0,0,281.19,Low,2028.39,Medium Revenue,Stayed,0,Not Churned,Not Churned
27607-KAR,Female,18,Young,Yes,Karnataka,0,8,New Customer,No Deal,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,66.3,Medium,1559.45,Medium,32.59,0,223.2,Low,1750.06,Low Revenue,Stayed,0,Not Churned,Not Churned
84726-BIH,Female,42,Adult,Yes,Bihar,2,4,New Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,88.4,Medium,5798.3,High,0,0,2519.2,High,8317.5,High Revenue,Stayed,0,Not Churned,Not Churned
86082-WES,Male,34,Adult,No,West Bengal,9,28,Regular Customer,No Deal,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.5,Medium,568.2,Low,0,0,339.8,Low,908,Low Revenue,Stayed,0,Not Churned,Not Churned
35391-UTT,Male,23,Young,No,Uttar Pradesh,15,5,New Customer,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.7,Medium,553.4,Low,0,0,335.44,Low,888.84,Low Revenue,Stayed,0,Not Churned,Not Churned
62381-AND,Female,25,Young,No,Andhra Pradesh,8,5,New Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,18.95,Low,110.15,Low,0,0,165.24,Low,275.39,Low Revenue,Stayed,0,Not Churned,Not Churned
77268-UTT,Female,58,Senior,No,Uttar Pradesh,1,35,Regular Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.35,Medium,2119.5,Medium,0,0,190.26,Low,2309.76,Medium Revenue,Churned,1,Other,Moved
